>Identity_TMT10	-2	-1	+1	+2
126	0.0	0.0	0.0	0.0
127N	0.0	0.0	0.0	0.0
127C	0.0	0.0	0.0	0.0
128N	0.0	0.0	0.0	0.0
128C	0.0	0.0	0.0	0.0
129N	0.0	0.0	0.0	0.0
129C	0.0	0.0	0.0	0.0
130N	0.0	0.0	0.0	0.0
130C	0.0	0.0	0.0	0.0
131	0.0	0.0	0.0	0.0
>Identity_TMT11	-2	-1	+1	+2
126C	0.0	0.0	0.0	0.0
127N	0.0	0.0	0.0	0.0
127C	0.0	0.0	0.0	0.0
128N	0.0	0.0	0.0	0.0
128C	0.0	0.0	0.0	0.0
129N	0.0	0.0	0.0	0.0
129C	0.0	0.0	0.0	0.0
130N	0.0	0.0	0.0	0.0
130C	0.0	0.0	0.0	0.0
131N	0.0	0.0	0.0	0.0
131C	0.0	0.0	0.0	0.0
